method,seed,condition,level,steps,n_sensors,n_locally_available,n_tx,transmit_rate,transmission_reduction_pct,mae_skipped,n_skipped_eval,n_true_events,n_server_events,event_recall,event_precision,event_f1,tp,fn,fp,n_high_co2_events,recall_high_co2,n_rapid_rise_events,recall_rapid_rise,mean_aoi,mean_aoi_state,mean_aoi_raw,p90_aoi,p95_aoi,max_aoi,shield_overrides,mean_reward_per_step,packet_delivery_ratio,tx_requested,tx_delivered,graph,reconstructor,adjacency_is_identity
campus_senserl_bc,2024,temp_block_outage,0.2,6431,40,202161,40112,0.19841611388942476,80.15838861105753,9.20554276792822,162049,826,838,0.9927360774818402,0.9785202863961814,0.985576923076923,820,6,18,751,0.996005326231691,78,0.9615384615384616,2.1655185818690716,2.1655185818690716,2.1655185818690716,4.0,5.0,8.0,0,-0.43811229794141265,1.0,40112,40112,hybrid,locf,False
cmappo_kl,2024,temp_block_outage,0.2,6431,40,202161,43417,0.21476446990270132,78.52355300972987,8.734553746913269,158744,826,833,0.9939467312348669,0.985594237695078,0.9897528631705848,821,5,12,751,0.9973368841544608,78,0.9615384615384616,2.0369849168092053,2.0369849168092053,2.0369849168092053,4.0,5.0,8.0,0,-0.45154558737642325,1.0,43417,43417,hybrid,locf,False
campus_senserl_bc,3407,temp_block_outage,0.2,6431,40,202161,40340,0.19954392785947833,80.04560721405215,9.191915758770493,161821,826,840,0.9939467312348669,0.9773809523809524,0.9855942376950781,821,5,19,751,0.9973368841544608,78,0.9615384615384616,2.135939200746385,2.135939200746385,2.135939200746385,4.0,5.0,8.0,0,-0.4382048033532746,1.0,40340,40340,hybrid,locf,False
cmappo_kl,3407,temp_block_outage,0.2,6431,40,202161,46143,0.22824877201834182,77.17512279816582,8.554121960286633,156018,826,831,0.9963680387409201,0.9903730445246691,0.9933614966807484,823,3,8,751,0.9986684420772304,78,0.9743589743589743,1.8875563675944642,1.8875563675944642,1.8875563675944642,4.0,4.0,8.0,0,-0.4653935800984962,1.0,46143,46143,hybrid,locf,False
campus_senserl_bc,9999,temp_block_outage,0.2,6431,40,202161,40526,0.20046398662452203,79.9536013375478,9.19055278869057,161635,826,839,0.9927360774818402,0.9773539928486293,0.984984984984985,820,6,19,751,0.996005326231691,78,0.9615384615384616,2.1442038563209453,2.1442038563209453,2.1442038563209453,4.0,5.0,8.0,0,-0.4372161281653451,1.0,40526,40526,hybrid,locf,False
cmappo_kl,9999,temp_block_outage,0.2,6431,40,202161,45939,0.2272396753082939,77.2760324691706,8.63036576154447,156222,826,831,0.9939467312348669,0.9879663056558363,0.9909474954737477,821,5,10,751,0.9973368841544608,78,0.9615384615384616,1.8642279583268544,1.8642279583268544,1.8642279583268544,4.0,4.0,8.0,0,-0.4686420900360491,1.0,45939,45939,hybrid,locf,False
semantic_expert,42,neighbour_edge_drop,0.3,6431,40,206815,53994,0.2610739066315306,73.89260933684693,7.218922792024657,152821,826,835,0.9987893462469734,0.9880239520958084,0.9933774834437086,825,1,10,751,1.0,78,0.9871794871794872,1.748631628051625,1.748631628051625,1.748631628051625,4.0,4.0,8.0,0,-0.4933284172475157,1.0,53994,53994,hybrid,locf,False
campus_senserl_bc,42,neighbour_edge_drop,0.3,6431,40,206815,41692,0.20159079370451852,79.84092062954815,9.162224523537,165123,826,844,0.9915254237288136,0.9703791469194313,0.9808383233532935,819,7,25,751,0.996005326231691,78,0.9487179487179487,2.141206655263567,2.141206655263567,2.141206655263567,4.0,5.0,8.0,0,-0.4374357113152205,1.0,41692,41692,hybrid,locf,False
cmappo_kl,42,neighbour_edge_drop,0.3,6431,40,206815,44025,0.21287140681285208,78.71285931871479,8.866085140364888,162790,826,839,0.9927360774818402,0.9773539928486293,0.984984984984985,820,6,19,751,0.9973368841544608,78,0.9487179487179487,2.029587155963303,2.029587155963303,2.029587155963303,4.0,4.0,8.0,0,-0.44155722482006304,1.0,44025,44025,hybrid,locf,False
campus_senserl_bc,123,neighbour_edge_drop,0.3,6431,40,206815,41431,0.20032879626719532,79.96712037328047,9.153811735113432,165384,826,840,0.9927360774818402,0.9761904761904762,0.9843937575030012,820,6,20,751,0.996005326231691,78,0.9615384615384616,2.160873114601151,2.160873114601151,2.160873114601151,4.0,5.0,8.0,0,-0.4375762565841467,1.0,41431,41431,hybrid,locf,False
cmappo_kl,123,neighbour_edge_drop,0.3,6431,40,206815,47306,0.22873582670502624,77.12641732949737,8.466055206916224,159509,826,831,0.9975786924939467,0.9915764139590855,0.9945684972842487,824,2,7,751,0.9986684420772304,78,0.9871794871794872,1.875373192349557,1.875373192349557,1.875373192349557,4.0,4.0,8.0,0,-0.4650219189481429,1.0,47306,47306,hybrid,locf,False
campus_senserl_bc,2024,neighbour_edge_drop,0.3,6431,40,206815,40990,0.1981964557696492,80.18035442303508,9.222348861751847,165825,826,839,0.9927360774818402,0.9773539928486293,0.984984984984985,820,6,19,751,0.996005326231691,78,0.9615384615384616,2.190810138392163,2.190810138392163,2.190810138392163,4.0,5.0,8.0,0,-0.437796936966454,1.0,40990,40990,hybrid,locf,False
cmappo_kl,2024,neighbour_edge_drop,0.3,6431,40,206815,44346,0.2144235186035829,78.55764813964171,8.745446823701752,162469,826,833,0.9939467312348669,0.985594237695078,0.9897528631705848,821,5,12,751,0.9973368841544608,78,0.9615384615384616,2.041132794277717,2.041132794277717,2.041132794277717,4.0,5.0,8.0,0,-0.4510579149281422,1.0,44346,44346,hybrid,locf,False
campus_senserl_bc,3407,neighbour_edge_drop,0.3,6431,40,206815,41223,0.1993230665087155,80.06769334912845,9.20922508333736,165592,826,842,0.9939467312348669,0.9750593824228029,0.9844124700239808,821,5,21,751,0.9973368841544608,78,0.9615384615384616,2.1767182397760845,2.1767182397760845,2.1767182397760845,4.0,5.0,8.0,0,-0.43764292494644946,1.0,41223,41223,hybrid,locf,False
cmappo_kl,3407,neighbour_edge_drop,0.3,6431,40,206815,47110,0.22778811981722796,77.2211880182772,8.578441501518425,159705,826,831,0.9963680387409201,0.9903730445246691,0.9933614966807484,823,3,8,751,0.9986684420772304,78,0.9743589743589743,1.8805434613590422,1.8805434613590422,1.8805434613590422,4.0,4.0,8.0,0,-0.46373624652454165,1.0,47110,47110,hybrid,locf,False
campus_senserl_bc,9999,neighbour_edge_drop,0.3,6431,40,206815,41399,0.2001740686120446,79.98259313879555,9.209647192532765,165416,826,842,0.9927360774818402,0.9738717339667459,0.9832134292565947,820,6,22,751,0.996005326231691,78,0.9615384615384616,2.162669102783393,2.162669102783393,2.162669102783393,4.0,5.0,8.0,0,-0.43792456380173533,1.0,41399,41399,hybrid,locf,False
cmappo_kl,9999,neighbour_edge_drop,0.3,6431,40,206815,46956,0.22704349297681503,77.2956507023185,8.645512607985788,159859,826,831,0.9939467312348669,0.9879663056558363,0.9909474954737477,821,5,10,751,0.9973368841544608,78,0.9615384615384616,1.8672601461670035,1.8672601461670035,1.8672601461670035,4.0,4.0,8.0,0,-0.46834004651919725,1.0,46956,46956,hybrid,locf,False
